Nombre;Sexe;Annee;Prenoms;Nombre total cumule par annee
5;F;2015;Alissa;5
13;F;2015;Amy;13
8;F;2015;Annabelle;8
12;M;2015;Anthony;12
5;M;2015;Aris;5
20;F;2015;Bintou;20
21;F;2015;Cléo;21
20;M;2015;Constantin;20
11;M;2015;Dan;11
9;F;2015;Eléa;9
8;F;2015;Elyne;8
7;M;2015;Emil;7
179;F;2015;Emma;179
13;F;2015;Emmy;13
20;F;2015;Farah;20
33;F;2015;Faustine;33
7;F;2015;Flore;7
27;F;2015;Gabriella;27
96;F;2015;Gabrielle;96
15;M;2015;Gauthier;15
9;F;2015;Haya;9
6;M;2015;Ilyane;6
64;M;2015;Jean;64
10;M;2015;Jérémie;10
9;M;2015;Johan;9
38;M;2015;Joshua;38
6;M;2015;Karl;6
5;F;2015;Khady;5
108;M;2015;Liam;108
16;F;2015;Lison;16
6;M;2015;Livio;6
176;M;2015;Lucas;176
8;M;2015;Luis;8
17;F;2015;Lya;17
26;F;2015;Maïa;26
5;F;2015;Maïna;5
5;M;2015;Massyl;5
34;M;2015;Matthieu;34
6;M;2015;Mayeul;6
6;F;2015;Meriam;6
6;M;2015;Merlin;6
5;M;2015;Miguel;5
17;F;2015;Mona;17
18;F;2015;Neyla;18
108;M;2015;Noah;108
5;F;2015;Noha;5
76;M;2015;Nolan;76
5;M;2015;Prince;5
105;M;2015;Rayan;105
71;F;2015;Romy;71
29;M;2015;Stanislas;29
5;F;2015;Suzie;5
5;F;2015;Tasnime;5
25;M;2015;Timéo;25
5;M;2015;Vianney;5
13;M;2015;Vincent;13
5;F;2015;Yesmine;5
10;M;2015;Yossef;10
22;F;2015;Zélie;22
7;M;2016;Alan;7
6;M;2016;Aldo;6
7;M;2016;Alfred;7
39;F;2016;Alicia;39
6;F;2016;Annaëlle;6
5;F;2016;Arya;5
13;M;2016;Ben;13
9;M;2016;Calixte;9
88;M;2016;Charles;88
6;M;2016;Dany;6
6;M;2016;Denis;6
21;F;2016;Dina;21
11;F;2016;Djeneba;11
94;M;2016;Eliott;94
10;M;2016;Eric;10
17;M;2016;Gaël;17
6;F;2016;Gaëlle;6
10;M;2016;Giovanni;10
9;M;2016;Ilhan;9
7;F;2016;Janna;7
32;F;2016;Jasmine;32
7;M;2016;Jean-Baptiste;7
5;M;2016;Jed;5
7;F;2016;Joey;7
136;F;2016;Juliette;136
7;F;2016;Khady;7
6;F;2016;Lauren;6
15;F;2016;Léana;15
41;M;2016;Lenny;41
5;M;2016;Liham;5
29;F;2016;Lily;29
107;F;2016;Lou;113
275;M;2016;Louis;275
79;M;2016;Maël;79
5;F;2016;Maï;5
5;F;2016;Mariem;5
13;M;2016;Marwan;13
10;F;2016;Matilda;10
5;M;2016;Matthew;5
24;M;2016;Max;24
11;F;2016;Maylis;11
7;M;2016;Menahem;7
11;F;2016;Meriem;11
35;M;2016;Milan;35
22;M;2016;Mohammed;22
5;M;2016;Mouhammad;5
74;M;2016;Naël;74
6;F;2016;Nahla;6
5;M;2016;Nathanael;5
12;F;2016;Nelia;12
17;F;2016;Nelya;17
12;F;2016;Noor;12
10;F;2016;Paula;10
49;F;2016;Pauline;49
7;M;2016;Rahim;7
7;F;2016;Safia;7
8;M;2016;Selim;8
6;M;2016;Soren;6
28;M;2016;Théophile;28
72;M;2016;Valentin;72
7;M;2016;Warren;7
7;F;2016;Yaël;7
7;M;2016;Yannis;7
8;F;2016;Yara;8
13;M;2017;Aksil;13
5;M;2017;Alassane;5
21;F;2017;Alba;21
8;M;2017;Alessandro;8
8;F;2017;Alyssa;8
31;F;2017;Amina;31
98;F;2017;Apolline;98
6;M;2017;Aris;6
30;M;2017;Armand;30
6;M;2017;Auxence;6
13;M;2017;Aydan;13
64;M;2017;Benjamin;64
23;F;2017;Bianca;23
8;F;2017;Calie;8
32;F;2017;Capucine;32
67;F;2017;Clara;67
9;M;2017;Dario;9
6;F;2017;Éden;15
6;M;2017;Eli;6
5;F;2017;Elissa;5
17;F;2017;Ellie;17
22;F;2017;Eloïse;22
11;M;2017;Elyas;11
5;M;2017;Enguerrand;5
14;M;2017;Eyden;14
59;M;2017;Félix;59
12;F;2017;Gaïa;12
64;M;2017;Gustave;64
14;M;2017;Hassan;14
11;M;2017;Ilian;11
5;M;2017;Ilias;5
96;F;2017;Jade;96
36;M;2017;Joachim;36
6;F;2017;Joanne;6
8;F;2017;Kahina;8
10;M;2017;Karl;10
80;F;2017;Léonie;80
10;F;2017;Lili;10
8;F;2017;Lital;8
37;M;2017;Luca;37
21;F;2017;Mahault;21
45;M;2017;Marin;45
6;F;2017;Mayar;6
10;M;2017;Mayeul;10
8;M;2017;Michael;8
6;F;2017;Milena;6
25;M;2017;Mohammed;25
16;M;2017;Nahel;16
31;M;2017;Nathanaël;31
6;M;2017;Nathaniel;6
21;F;2017;Neyla;21
14;M;2017;Orso;14
6;M;2017;Oskar;6
8;F;2017;Rahma;8
7;F;2017;Safia;7
6;M;2017;Sebastian;6
10;F;2017;Selena;10
21;F;2017;Sibylle;21
119;F;2017;Sofia;119
37;F;2017;Thaïs;37
6;M;2017;Theodore;6
14;M;2017;Thibault;14
8;M;2017;Tidiane;8
77;M;2017;Timothée;77
8;F;2017;Tiphaine;8
73;M;2017;Valentin;73
14;F;2017;Valentina;14
46;M;2017;Wassim;46
29;M;2017;Youssouf;29
6;M;2017;Yusuf;6
5;F;2017;Zara;5
12;M;2018;Adama;12
8;M;2018;Adan;8
44;M;2018;Ahmed;44
5;F;2018;Aïssata;5
5;M;2018;Alon;5
9;F;2018;Amel;9
39;M;2018;Anatole;39
7;M;2018;Andreas;7
10;F;2018;Angela;10
7;F;2018;April;7
8;F;2018;Ariana;8
5;F;2018;Aurélia;5
7;F;2018;Avril;7
7;M;2018;Bakary;7
17;M;2018;Balthazar;17
8;M;2018;Ben;8
50;F;2018;Capucine;50
11;M;2018;Carl;11
6;F;2018;Dana;6
6;M;2018;Dani;6
18;M;2018;Darius;18
8;F;2018;Déborah;8
8;M;2018;Edward;8
34;M;2018;Elie;34
6;F;2018;Esra;6
5;F;2018;Feryel;5
15;F;2018;Gaïa;15
5;F;2018;Hanya;5
8;F;2018;Hermine;8
132;M;2018;Hugo;132
18;M;2018;Iyad;18
8;M;2018;Josh;8
20;F;2018;Julie;20
10;F;2018;Kelly;10
8;M;2018;Kenzo;8
5;M;2018;Kilyan;5
8;M;2018;Lévi;8
6;F;2018;Liana;6
12;M;2018;Malick;12
25;F;2018;Manel;25
8;F;2018;Mara;8
8;F;2018;Maud;8
21;M;2018;Mohammed;21
6;M;2018;Mouhamadou;6
23;M;2018;Nael;23
6;F;2018;Nesrine;6
50;M;2018;Nolan;50
13;F;2018;Océane;13
49;F;2018;Olympe;49
10;M;2018;Raphael;10
11;F;2018;Safiya;11
9;F;2018;Sandra;9
39;F;2018;Sara;39
6;F;2018;Sélène;6
22;F;2018;Soumaya;22
8;M;2018;Tenzin;8
23;F;2018;Ysée;23
110;M;2019;Ibrahim;110
80;F;2019;Ella;80
77;M;2019;Axel;77
74;M;2019;Ilyan;74
73;F;2019;Ambre;73
64;M;2019;Elias;64
55;M;2019;Imran;55
55;M;2019;William;55
54;M;2019;Andrea;54
51;M;2019;Daniel;51
44;F;2019;Alba;44
43;F;2019;Lisa;43
40;F;2019;Raphaëlle;40
37;F;2019;Colette;37
36;M;2019;Evan;36
36;F;2019;Lana;36
36;F;2019;Nora;36
34;M;2019;Arsène;34
28;F;2019;Philippine;28
25;F;2019;Izia;25
24;M;2019;Ibrahima;24
23;M;2019;Sasha;23
21;M;2019;Leo;21
18;M;2019;Andréa;18
17;M;2019;Ilian;17
16;M;2019;Yacine;16
13;F;2019;Gabriela;13
11;M;2019;El;11
11;F;2019;Tina;11
10;F;2019;Miya;10
9;M;2019;Ayaan;9
9;M;2019;Aymeric;9
9;M;2019;Colin;9
9;M;2019;Laszlo;9
9;F;2019;Shana;9
8;M;2019;Albert;8
8;M;2019;Gael;8
8;M;2019;Louay;8
36;M;2011;Vincent;36
5;F;2011;Yuna;5
11;F;2011;Zahra;11
5;M;2012;Achraf;5
48;F;2012;Alicia;48
5;F;2012;Alissa;5
7;M;2012;Alix;7
8;F;2012;Amalia;8
6;M;2012;Amos;6
27;F;2012;Ana;27
24;M;2012;Anas;24
5;M;2012;Anass;5
28;M;2012;Anatole;28
6;F;2012;Angélina;6
10;M;2012;Ari;10
25;F;2012;Asma;25
38;F;2012;Assia;38
56;F;2012;Ava;56
5;F;2012;Aylin;5
8;M;2012;Aymane;8
38;M;2012;Ayoub;38
15;M;2012;Benoît;15
40;F;2012;Bérénice;40
5;M;2012;Bogdan;5
82;M;2012;Camille;82
75;F;2012;Capucine;75
9;F;2012;Chahinez;9
9;M;2012;Christian;9
7;F;2012;Cléophée;7
7;M;2012;Constant;7
79;M;2012;David;79
5;M;2012;Edward;5
43;F;2012;Elena;43
5;M;2012;Éliot;5
12;F;2012;Élisa;12
126;M;2012;Ethan;126
119;F;2012;Eva;119
7;F;2012;Francesca;7
16;M;2012;François;16
5;M;2012;Giacomo;5
8;M;2012;Giovanni;8
30;M;2012;Guillaume;30
5;F;2012;Hind;5
17;F;2012;Hortense;17
35;F;2012;Ines;35
201;F;2012;Inès;201
78;M;2012;Ismaël;78
11;F;2012;Isra;11
8;M;2012;Joël;8
7;M;2012;Johann;7
9;F;2012;Lehna;9
8;M;2012;Lou;8
8;M;2012;Maceo;8
9;M;2012;Mahamadou;9
40;M;2012;Malo;40
23;F;2012;Maryam;23
60;M;2012;Matthieu;60
15;F;2012;Maud;15
42;M;2012;Mehdi;42
6;F;2012;Mélia;6
5;F;2012;Mélusine;5
7;M;2012;Melvil;7
9;F;2012;Meryl;9
10;M;2012;Michaël;10
5;F;2012;Michelle;5
7;M;2012;Mohamed-Amine;7
5;F;2012;Monica;5
31;M;2012;Nathanaël;31
5;M;2012;Philémon;5
5;F;2012;Prisca;5
251;M;2012;Raphaël;251
9;F;2012;Rosa;9
6;F;2012;Sally;6
6;F;2012;Shaïma;6
11;F;2012;Tara;11
11;F;2012;Thelma;11
21;M;2012;Tiago;21
8;F;2012;Tiphaine;8
7;M;2012;Wissem;7
6;M;2012;Zakariya;6
5;M;2013;Abdelkader;5
13;M;2013;Adrian;13
7;M;2013;Aïssa;7
6;F;2013;Andrea;44
7;M;2019;Matis;7
7;M;2019;Ugo;7
7;F;2019;Aaliyah;7
7;F;2019;Adja;7
7;F;2019;Joana;7
7;F;2019;Zara;7
6;M;2019;Hédi;6
6;M;2019;Kevin;6
6;M;2019;Lazar;6
6;M;2019;Tyler;6
6;F;2019;Hiba;6
6;F;2019;Liel;6
6;F;2019;Tal;6
5;M;2019;Christian;5
5;M;2019;Eyad;5
5;M;2019;Saïd;5
5;M;2019;Salif;5
5;M;2019;Skander;5
5;F;2019;Frida;5
5;F;2019;Inés;5
5;F;2019;Koumba;5
5;F;2019;Léone;5
5;F;2019;Leya;5
5;F;2019;Méline;5
5;F;2019;Mélya;5
5;F;2019;Nalya;5
5;F;2019;Nelly;5
5;F;2019;Ruth;5
24;M;2011;Virgile;24
7;M;2011;Warren;7
9;F;2011;Yael;9
5;M;2011;Zakary;5
52;M;2012;Abel;52
22;M;2012;Aboubacar;22
7;M;2012;Alassane;7
24;M;2012;Alban;24
12;F;2012;Amy;12
6;F;2012;Angelina;6
6;M;2012;Auxence;6
7;M;2012;Bakary;7
6;F;2012;Binta;6
6;M;2012;Chahine;6
12;F;2012;Chaïma;12
18;F;2012;Coline;18
12;F;2012;Dahlia;12
5;M;2012;Danyl;5
35;M;2012;Djibril;35
27;M;2012;Dylan;27
52;F;2012;Eden;77
8;M;2012;Eduardo;8
11;F;2012;Eléna;11
71;F;2012;Elise;71
16;M;2012;Elyas;16
12;F;2012;Emilia;12
25;M;2012;Erwan;25
39;F;2012;Faustine;39
5;M;2012;Fodé;5
52;M;2012;Gabin;52
5;M;2012;Hatem;5
6;F;2012;Hayden;13
7;F;2012;Ilona;7
42;M;2012;Ilyes;42
26;M;2012;Imran;26
5;F;2012;Isadora;5
14;F;2012;Khadija;14
9;F;2012;Laure;9
10;F;2012;Lili;10
21;F;2012;Lilou;21
9;M;2012;Lohan;9
20;F;2012;Louisa;20
307;F;2012;Louise;307
17;F;2012;Louison;23
5;M;2012;Luke;5
9;M;2012;Mael;9
5;F;2012;Maëlyne;5
9;M;2012;Marley;9
20;M;2012;Matteo;20
162;M;2012;Mohamed;162
8;M;2012;Morgan;8
8;M;2012;Nolhan;8
33;M;2012;Octave;33
77;F;2012;Olivia;77
6;F;2012;Olympia;6
11;F;2012;Ombeline;11
7;M;2012;Riyad;7
9;M;2012;Ryad;9
27;M;2012;Ryan;27
15;M;2012;Salim;15
5;F;2012;Sanaa;5
6;M;2012;Stanley;6
5;M;2012;Stéphane;5
8;M;2012;Swann;8
6;F;2012;Tatiana;6
72;M;2012;Timothée;72
5;F;2012;Tracy;5
96;F;2012;Victoria;96
74;F;2012;Yasmine;74
43;M;2012;Yassine;43
14;M;2012;Yohan;14
7;M;2013;Alan;7
6;M;2013;Aly;6
15;F;2013;Anaé;15
8;F;2019;Dahlia;8
7;M;2019;Aksil;7
7;M;2019;Alon;7
7;M;2019;Mazen;7
7;M;2019;Tancrède;7
7;F;2019;Amicie;7
6;M;2019;Elon;6
6;M;2019;Maximilian;6
6;M;2019;Saliou;6
6;M;2019;Thierno;6
6;F;2019;Olympia;6
6;F;2019;Soraya;6
5;M;2019;Adams;5
5;M;2019;Laurent;5
5;M;2019;Santiago;5
5;M;2019;Tidiane;5
5;M;2019;Yohann;5
5;M;2019;Yossef;5
5;F;2019;Fanny;5
5;F;2019;Mellina;5
11;M;2013;Aurèle;11
15;M;2013;Aymen;15
6;M;2013;Calixte;6
17;F;2013;Caroline;17
6;M;2013;Cédric;6
17;F;2013;Célestine;17
5;M;2013;Edward;5
5;F;2013;Eléanore;5
7;F;2013;Éline;7
5;F;2013;Emeline;5
7;M;2013;Emilio;7
20;M;2013;Esteban;20
12;F;2013;Fanta;12
5;F;2013;Félicie;5
14;F;2013;Fleur;14
15;M;2013;Florian;15
101;F;2013;Gabrielle;101
5;M;2013;Iliane;5
16;F;2013;Irène;16
11;M;2013;Jason;11
9;F;2013;Léane;9
12;M;2013;Leo;12
8;M;2013;Loan;8
8;M;2013;Lubin;8
22;M;2013;Luka;22
9;F;2013;Mahault;9
18;F;2013;Marion;18
13;M;2013;Matias;13
48;F;2013;Myriam;48
56;M;2013;Noam;56
20;M;2013;Oumar;20
5;M;2013;Paul-Arthur;5
7;F;2013;Perrine;7
51;M;2013;Ruben;51
120;M;2013;Simon;120
8;F;2013;Soraya;8
56;F;2013;Suzanne;56
6;F;2013;Swann;17
5;F;2013;Tesnime;5
6;M;2013;Théophane;6
28;M;2013;Théophile;28
6;M;2013;Zadig;6
5;F;2013;Zineb;5
6;M;2013;Zinedine;6
5;M;2014;Abishan;5
11;F;2014;Alba;11
12;F;2014;Alexia;12
21;F;2014;Aliyah;21
18;M;2014;Amadou;18
21;F;2014;Andréa;33
12;M;2014;Andy;12
13;F;2014;Anissa;13
37;M;2014;Armand;37
5;M;2014;Arthus;5
15;M;2014;Aurèle;15
5;F;2014;Aurélie;5
58;F;2014;Aya;58
15;M;2014;Ayden;15
19;F;2014;Camélia;19
35;M;2014;Charlie;35
9;M;2014;Cheick;9
6;M;2014;Christ;6
5;F;2014;Christina;5
18;M;2014;Dimitri;18
33;F;2014;Eden;75
27;M;2014;Emile;27
24;M;2014;Ernest;24
9;F;2014;Ernestine;9
5;M;2014;Éthan;5
8;F;2014;Éva;8
6;M;2014;Evann;6
6;F;2014;Eya;6
33;M;2014;Georges;33
7;M;2014;Harry;7
5;F;2014;Henriette;5
24;M;2014;Ibrahima;24
5;M;2014;Iliane;5
17;M;2014;Ismaïl;17
5;M;2014;Jarod;5
10;F;2014;Joanna;10
15;M;2014;Jonas;15
5;M;2014;Joud;5
8;F;2014;Joy;8
77;F;2014;Julia;77
5;F;2014;Juliana;5
13;F;2014;Lea;13
7;M;2014;Levi;7
13;M;2014;Lior;13
11;M;2014;Mahamadou;11
47;M;2014;Mamadou;47
26;F;2014;Manel;26
109;F;2014;Margaux;109
85;F;2014;Maya;85
15;F;2014;Maylis;15
35;F;2014;Mélissa;35
7;F;2014;Nathalie;7
5;F;2014;Noah;121
10;F;2014;Noor;10
85;F;2014;Pauline;85
19;M;2014;Philippe;19
23;F;2014;Raphaëlle;23
20;M;2014;Rayane;20
62;M;2014;Robin;62
5;M;2014;Salem;5
5;F;2014;Sydney;5
6;M;2014;Thierno;6
7;M;2014;Vladimir;7
10;M;2015;Aidan;10
9;F;2015;Aimée;9
5;M;2015;Aïssa;5
81;F;2015;Alix;89
18;F;2015;Aliyah;18
15;M;2015;Ambroise;15
33;F;2015;Aminata;33
12;M;2015;Andréa;12
12;M;2015;Angelo;12
6;F;2015;Armance;6
14;F;2015;Castille;14
19;F;2015;Chiara;19
12;F;2015;Clarisse;12
15;F;2015;Clotilde;15
7;M;2015;Dario;7
9;F;2015;Elodie;9
11;M;2015;Éloi;11
8;M;2015;Emir;8
23;F;2015;Eugénie;23
10;M;2015;Ewen;10
7;M;2015;Gabriele;7
11;M;2015;Gaëtan;11
14;M;2015;Gary;14
6;M;2015;George;6
31;M;2015;Georges;31
9;F;2015;Hafsa;9
46;M;2015;Henri;46
12;F;2015;Isabelle;12
5;F;2015;Jane;5
6;F;2015;Janna;6
8;M;2015;Jessim;8
8;M;2015;Johann;8
31;M;2015;Julien;31
149;F;2015;Juliette;149
7;M;2015;Kendrick;7
58;F;2015;Laura;58
9;F;2015;Leïla;9
6;F;2015;Leonor;6
6;F;2015;Loane;6
47;F;2015;Lola;47
6;M;2015;Loup;6
32;M;2015;Luca;32
11;F;2015;Luce;11
5;F;2015;Maissa;5
35;M;2015;Matteo;35
25;F;2015;Mélina;25
5;M;2015;Moulay;5
41;F;2015;Myriam;41
84;M;2015;Naël;84
24;M;2015;Nino;24
14;F;2015;Noor;14
79;F;2015;Nour;79
5;F;2015;Nourane;5
16;M;2015;Pablo;16
5;M;2015;Ramy;5
9;F;2015;Serena;9
7;F;2015;Shirel;7
14;M;2015;Sofiane;14
6;F;2015;Sofya;6
19;F;2015;Soline;19
67;M;2015;Ulysse;67
6;F;2015;Zoë;6
17;M;2016;Abdoulaye;17
20;M;2016;Aboubacar;20
74;M;2016;Adrien;74
8;F;2016;Agnès;8
7;M;2016;Aimé;7
9;F;2016;Amalia;9
16;F;2016;Astrid;16
5;F;2016;Athénaïs;5
5;F;2016;Ayana;5
16;M;2016;Bilal;16
9;M;2016;Bilel;9
5;M;2016;Chahine;5
11;M;2016;Colin;11
23;M;2016;Diego;23
10;M;2016;El;10
22;M;2016;Émile;22
32;M;2016;Ernest;32
5;M;2016;Flavio;5
5;F;2016;Frida;5
6;M;2016;Giulian;6
5;F;2016;Hania;5
7;M;2016;Harry;7
6;M;2016;Jassim;6
10;M;2016;Jérémie;10
19;M;2016;Johan;19
29;M;2016;Joshua;29
6;F;2016;Kadiatou;6
5;M;2016;Killian;5
7;F;2016;Leila;7
12;F;2016;Leyna;12
5;F;2016;Liz;5
157;M;2016;Lucas;157
15;F;2016;Lucy;15
14;F;2016;Malak;14
5;M;2016;Manil;5
103;F;2016;Mathilde;103
78;M;2016;Maxence;78
10;F;2016;Mayssa;10
116;F;2016;Mila;116
11;F;2016;Naomie;11
9;F;2016;Nicole;9
25;M;2016;Nils;25
30;M;2016;Nino;30
33;F;2016;Noa;59
7;F;2016;Patricia;7
23;M;2016;Ryan;23
16;M;2016;Salim;16
43;F;2016;Sara;43
9;F;2016;Serena;9
6;M;2016;Shay;6
99;M;2016;Thomas;99
9;M;2016;Tony;9
9;M;2016;Xavier;9
9;M;2017;Adil;9
11;F;2017;Aïssata;11
201;F;2017;Alice;201
6;M;2017;Aloïs;6
36;M;2017;Anatole;36
44;M;2017;Andrea;44
5;F;2017;Anne-Marie;5
9;M;2017;Arthus;9
19;F;2017;Athénaïs;19
5;F;2017;Aurélie;5
17;M;2017;Bastien;17
6;M;2017;Brieuc;6
5;F;2017;Caroline;5
6;M;2017;Charly;6
5;F;2017;Christina;5
8;F;2017;Cléa;8
7;M;2017;Clovis;7
7;F;2017;Divine;7
56;M;2017;Eden;56
5;M;2017;Edmond;5
13;M;2017;Eliot;13
12;M;2017;Elliott;12
14;F;2017;Éloïse;14
18;F;2017;Émilie;18
14;F;2017;Estelle;14
19;F;2017;Eugénie;19
9;F;2017;Eya;9
5;F;2017;Gina;5
13;F;2017;Hafsa;13
23;F;2017;Hana;23
5;M;2017;Hédi;5
42;M;2017;Ilyes;42
63;F;2017;Léna;63
221;F;2017;Louise;221
56;M;2017;Lucien;56
5;F;2017;Luisa;5
5;F;2017;Lynn;5
8;F;2017;Maeva;8
6;M;2017;Mahdi;6
29;M;2017;Marc;29
63;F;2017;Marie;63
5;M;2017;Mazen;5
7;M;2017;Mendel;7
33;F;2017;Myriam;33
9;F;2017;Nadia;9
5;M;2017;Neyl;5
37;M;2017;Nicolas;37
59;M;2017;Nolan;59
9;M;2017;Racim;9
40;F;2017;Raphaëlle;40
7;F;2017;Safa;7
17;M;2017;Sandro;17
5;M;2017;Selyan;5
96;M;2017;Simon;96
45;F;2017;Sophia;45
23;M;2017;Tiago;23
6;F;2017;Yaël;6
8;M;2017;Yahya;8
7;F;2018;Ada;7
20;M;2018;Alban;20
18;F;2018;Amy;18
14;M;2018;Andréa;14
22;M;2018;Anton;22
33;M;2018;Aylan;33
21;F;2018;Bianca;21
6;M;2018;Blaise;6
17;F;2018;Cassandre;17
8;F;2018;Cassiopée;8
6;F;2018;Catherine;6
19;F;2018;Céline;19
19;F;2018;Charline;19
18;F;2018;Clémentine;18
14;F;2018;Elia;14
22;F;2018;Eloïse;22
10;F;2018;Elyne;10
189;F;2018;Emma;189
5;F;2018;Enéa;5
7;F;2018;Eya;7
8;F;2018;Félicie;8
20;M;2018;Ferdinand;20
5;F;2018;Feriel;5
51;M;2018;Gabin;51
11;F;2018;Gabriella;11
9;M;2018;Hedi;9
9;F;2018;Hiba;9
7;M;2018;Idrissa;7
25;M;2018;Ilyas;25
17;M;2018;Iyed;17
16;F;2018;Joy;16
143;M;2018;Léo;143
37;F;2018;Léonore;37
7;F;2018;Léontine;7
10;F;2018;Lilou;10
13;F;2018;Lilya;13
85;F;2018;Lou;97
9;M;2018;Louison;9
22;F;2018;Louna;22
23;M;2018;Luka;23
15;F;2018;Malak;15
7;F;2018;Malia;7
66;M;2018;Marceau;66
43;F;2018;Maryam;43
67;F;2018;Mathilde;67
14;F;2018;Mélina;14
9;F;2018;Miya;9
6;M;2018;Mohamed-Lamine;6
6;F;2018;Octavie;6
110;F;2018;Olivia;110
10;M;2018;Olivier;10
12;M;2018;Orso;12
14;F;2018;Paola;14
203;M;2018;Paul;203
41;F;2018;Raphaëlle;41
19;M;2018;Sami;19
6;M;2018;Selim;6
8;F;2018;Serena;8
108;M;2018;Simon;108
8;F;2018;Tal;8
10;M;2018;Tao;10
16;M;2018;Tiago;16
17;M;2018;Timéo;17
46;M;2018;Tom;46
7;F;2018;Vera;7
11;M;2018;Xavier;11
6;M;2018;Yaya;6
223;F;2019;Louise;223
166;M;2019;Noah;166
110;F;2019;Zoé;110
84;F;2019;Julia;84
79;M;2019;Amir;79
72;F;2019;Margaux;72
56;F;2019;Clémence;56
48;F;2019;Capucine;48
46;M;2019;Ilyes;46
36;F;2019;Eléonore;36
28;F;2019;Dina;28
26;M;2019;Owen;26
20;M;2019;Amadou;20
20;M;2019;Loup;20
19;F;2019;Judith;19
17;M;2019;Mathéo;17
16;M;2019;Bastien;16
16;M;2019;Cheick;16
16;F;2019;Aïssata;16
16;F;2019;Aria;16
14;M;2019;Alphonse;14
14;M;2019;Lazare;14
14;F;2019;Marguerite;14
13;M;2019;Aubin;13
13;M;2019;Esteban;13
13;F;2019;Simone;13
13;F;2019;Yaël;13
12;F;2019;Aïssatou;12
12;F;2019;Salimata;12
11;M;2019;Daouda;11
11;F;2019;Amandine;11
11;F;2019;Ysé;11
10;M;2019;Corentin;10
10;M;2019;Paolo;10
10;M;2019;Yasser;10
10;F;2019;Fatim;10
9;M;2019;Clarence;9
9;M;2019;Kayden;9
9;M;2019;Modibo;9
9;F;2019;Eléna;9
8;M;2019;Ismail;8
8;M;2019;Tim;8
5;M;2006;Josh;5
9;F;2006;Kiara;9
8;F;2006;Kim;8
16;F;2006;Laetitia;16
8;F;2006;Laurène;8
24;M;2006;Lorenzo;24
13;F;2006;Lou-Ann;13
6;M;2006;Malcolm;6
5;M;2006;Menahem;5
5;F;2006;Nadine;5
5;F;2006;Neyla;5
9;F;2006;Olympe;9
31;M;2006;Rafaël;31
12;F;2006;Sacha;145
11;F;2006;Salimata;11
6;F;2006;Satine;6
5;M;2006;Sélim;5
23;F;2006;Shana;23
5;M;2006;Sidi;5
36;M;2006;Théodore;36
11;M;2006;Thibaut;11
259;M;2006;Thomas;259
9;M;2006;Tim;9
5;F;2006;Tracy;5
8;M;2006;Viktor;8
7;F;2006;Wendy;7
8;M;2006;Wissem;8
5;F;2006;Zahra;5
12;M;2007;Adem;12
8;M;2007;Adrian;8
12;M;2007;Allan;12
12;M;2007;Amadou;12
7;F;2007;Athénaïs;7
67;F;2007;Capucine;67
20;F;2007;Cécile;20
5;F;2007;Chaima;5
219;F;2007;Chloé;219
10;F;2007;Cindy;10
141;M;2007;Clément;141
12;F;2007;Clotilde;12
6;M;2007;Cyrian;6
37;M;2007;Dylan;37
5;M;2007;Élias;5
28;M;2007;Eliot;28
17;M;2007;Eloi;17
10;F;2007;Ema;10
5;M;2007;Emir;5
37;M;2007;Emmanuel;37
36;M;2007;Etienne;36
9;M;2007;Fabio;9
35;F;2007;Faustine;35
34;M;2007;Hippolyte;34
6;M;2007;Kilyan;6
6;F;2007;Laëtitia;6
126;F;2007;Lina;126
12;F;2007;Liora;12
101;F;2007;Lou;107
8;F;2007;Lou-Anne;8
31;M;2007;Luc;31
8;F;2007;Luce;8
9;F;2007;Mariame;9
5;M;2007;Michael;5
24;F;2007;Mina;24
10;M;2007;Mouhamed;10
34;M;2007;Moussa;34
11;F;2007;Nadia;11
9;F;2007;Nell;9
8;F;2007;Nelly;8
7;F;2007;Nicole;7
18;M;2007;Nino;18
23;M;2007;Olivier;23
7;M;2007;Owen;7
15;F;2007;Paola;15
6;M;2007;Philémon;6
5;F;2007;Rym;5
23;M;2007;Sam;23
10;M;2007;Sandro;10
36;F;2007;Sophie;36
11;M;2007;Stéphane;11
5;M;2007;Swann;5
6;M;2007;Sylvain;6
14;F;2007;Talia;14
112;M;2007;Théo;112
7;F;2007;Tiffany;7
17;M;2007;Tony;17
5;M;2007;Tylan;5
25;M;2007;Vadim;25
60;F;2007;Victoire;60
29;M;2007;Virgile;29
5;M;2007;Yoan;5
9;M;2007;Youcef;9
92;M;2008;Aaron;92
26;F;2008;Alexia;26
26;F;2008;Ana;26
5;F;2008;Andrea;27
17;F;2008;Angelina;17
221;M;2008;Antoine;221
8;M;2008;Antony;8
9;F;2008;Augustine;9
22;F;2008;Aurore;22
78;M;2008;Benjamin;78
9;M;2008;Benoît;9
7;M;2008;Brahim;7
6;M;2008;Brayan;6
5;F;2008;Chérine;5
11;F;2008;Christine;11
130;F;2008;Clara;130
15;M;2008;Clovis;15
5;F;2008;Colombine;5
5;M;2008;Danny;5
18;F;2008;Dina;18
36;F;2008;Ella;36
5;M;2008;Elone;5
42;M;2008;Emile;42
7;F;2008;Emily;7
41;M;2008;Emmanuel;41
6;F;2008;Ève;6
6;M;2008;Fabio;6
6;F;2008;Gabriella;6
19;F;2008;Giulia;19
40;M;2008;Hector;40
9;M;2008;Ismaïl;9
